type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval
noteOn,66720,239,78:80,F#5,Gb5,0.1826,d5
noteOn,66960,479,60:80,C4,C4,0.3195,M6
noteOn,66960,239,69:80,A4,A4,0.3195,M2
noteOn,67200,59,67:80,G4,G4,0.3651,M2
noteOn,67260,59,69:80,A4,A4,0.3195,M2
noteOn,67320,119,67:80,G4,G4,0.3195,P4
noteOn,67440,119,62:80,D4,D4,0.3651,M3
noteOn,67440,239,66:80,F#4,Gb4,0.3651,d5
noteOn,67560,119,60:80,C4,C4,0.2739,m2
noteOn,67680,119,59:80,B3,B3,0.2739,m6
noteOn,67680,239,67:80,G4,G4,0.2739,P5
noteOn,67800,119,60:80,C4,C4,0.1826,M2
noteOn,67920,479,62:80,D4,D4,0.2282,M6
noteOn,67920,239,71:80,B4,B4,0.2282,P1
noteOn,68160,239,71:80,B4,B4,0.1826,P4
noteOn,68400,479,54:80,F#3,Gb3,0.2282,m6
noteOn,68400,239,74:80,D5,D5,0.2282,P4
noteOn,68640,239,79:80,G5,G5,0.2282,P4
noteOn,68880,239,62:80,D4,D4,0.2282,M6
noteOn,68880,239,71:80,B4,B4,0.2282,P5
noteOn,69120,479,52:80,E3,E3,0.1826,M6
noteOn,69120,239,73:80,C#5,Db5,0.1826,d5
noteOn,69360,479,79:80,G5,G5,0.1369,P4
noteOn,69600,479,50:80,D3,D3,0.1826,M3
noteOn,69840,239,78:80,F#5,Gb5,0.1826,P4
noteOn,70080,479,49:80,C#3,Db3,0.1826,M6
noteOn,70080,239,70:80,A#4,Bb4,0.1826,d5
noteOn,70320,479,76:80,E5,E5,0.1369,P4
noteOn,70560,719,47:80,B2,B2,0.1369,m3
noteOn,70800,239,74:80,D5,D5,0.1369,M6
noteOn,71040,479,65:80,F4,F4,0.1369,m3
noteOn,71280,479,62:80,D4,D4,0.1369,M3
noteOn,71520,479,66:80,F#4,Gb4,0.1826,P4
noteOn,71760,239,61:80,C#4,Db4,0.1826,m6
noteOn,72000,239,53:80,F3,F3,0.1826,m3
noteOn,72000,479,68:80,G#4,Ab4,0.1826,M6
noteOn,72240,479,59:80,B3,B3,0.1369,m7
noteOn,72480,479,69:80,A4,A4,0.1826,P1
noteOn,72720,239,57:80,A3,A3,0.1826,P5
noteOn,72960,239,50:80,D3,D3,0.1826,M6
noteOn,72960,479,71:80,B4,B4,0.1826,m3
noteOn,73200,479,56:80,G#3,Ab3,0.1369,P4
noteOn,73440,479,73:80,C#5,Db5,0.1826,P5
noteOn,73680,239,54:80,F#3,Gb3,0.1826,P5
noteOn,73920,479,47:80,B2,B2,0.1826,m3
noteOn,73920,239,74:80,D5,D5,0.1826,M6
noteOn,74160,479,65:80,F4,F4,0.1369,d5
noteOn,74400,479,59:80,B3,B3,0.1826,P5
noteOn,74640,239,66:80,F#4,Gb4,0.1826,m2
noteOn,74880,479,53:80,F3,F3,0.1826,m3
noteOn,74880,239,68:80,G#4,Ab4,0.1826,M6
noteOn,75120,479,59:80,B3,B3,0.1369,m3
noteOn,75360,479,56:80,G#3,Ab3,0.1369,d5
noteOn,75600,479,62:80,D4,D4,0.1369,m2
noteOn,75840,479,49:80,C#3,Db3,0.1369,P1
noteOn,76080,479,61:80,C#4,Db4,0.1369,m6
noteOn,76320,479,53:80,F3,F3,0.1826,d5
noteOn,76560,239,59:80,B3,B3,0.1826,P4
noteOn,76800,479,42:80,F#2,Gb2,0.2282,m3
noteOn,76800,239,57:80,A3,A3,0.2282,M3
noteOn,77040,239,61:80,C#4,Db4,0.1826,M3
noteOn,77280,479,45:80,A2,A2,0.2282,M6
noteOn,77280,239,54:80,F#3,Gb3,0.2282,M2
noteOn,77520,239,56:80,G#3,Ab3,0.1826,P5
noteOn,77760,599,49:80,C#3,Db3,0.1826,m6
noteOn,77760,239,57:80,A3,A3,0.1826,M3
noteOn,78000,239,61:80,C#4,Db4,0.2282,P5
noteOn,78240,239,54:80,F#3,Gb3,0.3195,M3
noteOn,78360,119,50:80,D3,D3,0.2739,m2
noteOn,78480,119,49:80,C#3,Db3,0.2739,m6
noteOn,78480,239,57:80,A3,A3,0.2739,M6
noteOn,78600,119,48:80,C3,C3,0.1826,m2
noteOn,78720,479,49:80,C#3,Db3,0.2282,P5
noteOn,78720,239,56:80,G#3,Ab3,0.2282,P4
noteOn,78960,239,61:80,C#4,Db4,0.2282,m6
noteOn,79200,479,41:80,F2,F2,0.3195,M6
noteOn,79200,119,62:80,D4,D4,0.3195,m2
noteOn,79320,119,61:80,C#4,Db4,0.2282,m2
noteOn,79440,119,60:80,C4,C4,0.2282,m2
noteOn,79560,119,61:80,C#4,Db4,0.1826,P4
noteOn,79680,479,44:80,G#2,Ab2,0.2282,M6
noteOn,79680,239,65:80,F4,F4,0.2282,M3
noteOn,79920,239,61:80,C#4,Db4,0.1826,P1
noteOn,80160,479,49:80,C#3,Db3,0.2282,P5
noteOn,80160,239,68:80,G#4,Ab4,0.2282,M6
noteOn,80400,239,59:80,B3,B3,0.1826,P4
noteOn,80640,239,42:80,F#2,Gb2,0.2282,m3
noteOn,80640,479,57:80,A3,A3,0.2282,m6
noteOn,80880,239,49:80,C#3,Db3,0.1826,P4
noteOn,81120,239,54:80,F#3,Gb3,0.2282,P5
noteOn,81120,479,61:80,C#4,Db4,0.2282,P4
noteOn,81360,239,56:80,G#3,Ab3,0.1826,m2
noteOn,81600,239,57:80,A3,A3,0.2282,M6
noteOn,81600,479,66:80,F#4,Gb4,0.2282,P4
noteOn,81840,239,61:80,C#4,Db4,0.1826,P5
noteOn,82080,239,54:80,F#3,Gb3,0.2282,m3
noteOn,82080,479,69:80,A4,A4,0.2282,P1
noteOn,82320,239,57:80,A3,A3,0.1826,m2
noteOn,82560,239,56:80,G#3,Ab3,0.2282,M6
noteOn,82560,479,65:80,F4,F4,0.2282,M3
noteOn,82800,239,61:80,C#4,Db4,0.2282,m2
noteOn,83040,119,62:80,D4,D4,0.3195,d5
noteOn,83040,479,68:80,G#4,Ab4,0.3195,P5
noteOn,83160,119,61:80,C#4,Db4,0.2282,m2
noteOn,83280,119,60:80,C4,C4,0.2282,m2
noteOn,83400,119,61:80,C#4,Db4,0.1826,M3
noteOn,83520,239,65:80,F4,F4,0.2282,d5
noteOn,83520,479,71:80,B4,B4,0.2282,m7
noteOn,83760,239,61:80,C#4,Db4,0.1826,P5
noteOn,84000,239,68:80,G#4,Ab4,0.2282,d5
noteOn,84000,479,74:80,D5,D5,0.2282,m3
noteOn,84240,239,59:80,B3,B3,0.1826,M2
noteOn,84480,479,57:80,A3,A3,0.2739,M3
noteOn,84480,239,73:80,C#5,Db5,0.2739,P5
noteOn,84720,119,66:80,F#4,Gb4,0.2739,M2
noteOn,84840,119,68:80,G#4,Ab4,0.2282,M2
noteOn,84960,479,54:80,F#3,Gb3,0.2282,m3
noteOn,84960,119,69:80,A4,A4,0.2282,m2
noteOn,85080,119,68:80,G#4,Ab4,0.1369,M2
noteOn,85200,479,66:80,F#4,Gb4,0.1369,m7
noteOn,85440,479,56:80,G#3,Ab3,0.1369,P4
noteOn,85680,479,73:80,C#5,Db5,0.1369,m3
noteOn,85920,479,58:80,A#3,Bb3,0.1369,d5
noteOn,86160,479,64:80,E4,E4,0.1369,P4
noteOn,86400,479,59:80,B3,B3,0.2282,P5
noteOn,86640,119,66:80,F#4,Gb4,0.2739,M2
noteOn,86760,119,64:80,E4,E4,0.2282,P4
noteOn,86880,479,47:80,B2,B2,0.2282,m3
noteOn,86880,119,62:80,D4,D4,0.2282,M2
noteOn,87000,119,64:80,E4,E4,0.1369,M2
noteOn,87120,479,66:80,F#4,Gb4,0.1369,P4
noteOn,87360,479,49:80,C#3,Db3,0.1369,m6
noteOn,87600,479,57:80,A3,A3,0.1369,d5
noteOn,87840,479,51:80,D#3,Eb3,0.1826,m3
noteOn,88080,239,66:80,F#4,Gb4,0.1826,M2
noteOn,88320,479,40:80,E2,E2,0.2739,m3
noteOn,88320,239,55:80,G3,G3,0.2739,M6
noteOn,88560,119,64:80,E4,E4,0.2739,M2
noteOn,88680,119,66:80,F#4,Gb4,0.2282,M2
noteOn,88800,479,52:80,E3,E3,0.2282,m3
noteOn,88800,119,67:80,G4,G4,0.2282,m2
noteOn,88920,119,66:80,F#4,Gb4,0.1369,M2
noteOn,89040,479,64:80,E4,E4,0.1369,m7
noteOn,89280,479,54:80,F#3,Gb3,0.1369,P4
noteOn,89520,479,71:80,B4,B4,0.1369,M3
noteOn,89760,479,55:80,G3,G3,0.1369,P5
noteOn,90000,479,62:80,D4,D4,0.1369,P4
noteOn,90240,479,57:80,A3,A3,0.2282,P5
noteOn,90480,119,64:80,E4,E4,0.2739,M2
noteOn,90600,119,62:80,D4,D4,0.2282,P4
noteOn,90720,479,45:80,A2,A2,0.2282,M3
noteOn,90720,119,61:80,C#4,Db4,0.2282,m2
noteOn,90840,119,62:80,D4,D4,0.1369,M2
noteOn,90960,479,64:80,E4,E4,0.1369,P4
noteOn,91200,479,47:80,B2,B2,0.1369,m6
noteOn,91440,479,55:80,G3,G3,0.1369,d5
noteOn,91680,479,49:80,C#3,Db3,0.1826,m3
noteOn,91920,239,64:80,E4,E4,0.1826,M2
noteOn,92160,479,38:80,D2,D2,0.1826,M3
noteOn,92160,239,54:80,F#3,Gb3,0.1826,P5
noteOn,92400,479,61:80,C#4,Db4,0.1369,P5
noteOn,92640,479,42:80,F#2,Gb2,0.1369,m7
noteOn,92880,479,64:80,E4,E4,0.1369,P5
noteOn,93120,479,45:80,A2,A2,0.2282,P4
noteOn,93360,119,62:80,D4,D4,0.2739,m2
noteOn,93480,119,61:80,C#4,Db4,0.2739,M7
noteOn,93600,479,50:80,D3,D3,0.3195,P1
noteOn,93600,119,62:80,D4,D4,0.3195,m2
noteOn,93720,119,61:80,C#4,Db4,0.2282,M2
noteOn,93840,119,59:80,B3,B3,0.2282,m2
noteOn,93960,119,58:80,A#3,Bb3,0.1826,m3
noteOn,94080,479,43:80,G2,G2,0.1826,M3
noteOn,94080,239,59:80,B3,B3,0.1826,P5
noteOn,94320,479,66:80,F#4,Gb4,0.1369,P5
noteOn,94560,479,47:80,B2,B2,0.1369,m7
noteOn,94800,479,69:80,A4,A4,0.1369,P5
noteOn,95040,479,50:80,D3,D3,0.2282,P4
noteOn,95280,119,67:80,G4,G4,0.2739,m2
noteOn,95400,119,66:80,F#4,Gb4,0.2739,M7
noteOn,95520,479,55:80,G3,G3,0.3195,P1
noteOn,95520,119,67:80,G4,G4,0.3195,m2
noteOn,95640,119,66:80,F#4,Gb4,0.2282,M2
noteOn,95760,119,64:80,E4,E4,0.2282,M2
noteOn,95880,119,62:80,D4,D4,0.1826,m2
noteOn,96000,479,49:80,C#3,Db3,0.1826,m3
noteOn,96000,239,64:80,E4,E4,0.1826,P5
noteOn,96240,479,71:80,B4,B4,0.1369,P5
noteOn,96480,479,52:80,E3,E3,0.1369,m7
noteOn,96720,479,74:80,D5,D5,0.1369,P5
noteOn,96960,479,55:80,G3,G3,0.2282,d5
noteOn,97200,119,73:80,C#5,Db5,0.2739,M2
noteOn,97320,119,71:80,B4,B4,0.2739,m7
noteOn,97440,479,61:80,C#4,Db4,0.3195,P1
noteOn,97440,119,73:80,C#5,Db5,0.3195,M2
noteOn,97560,119,71:80,B4,B4,0.2282,m2
noteOn,97680,119,70:80,A#4,Bb4,0.2282,M2
noteOn,97800,119,68:80,G#4,Ab4,0.1826,M2
noteOn,97920,479,54:80,F#3,Gb3,0.1826,M3
noteOn,97920,239,70:80,A#4,Bb4,0.1826,d5
noteOn,98160,479,76:80,E5,E5,0.1369,d5
noteOn,98400,479,58:80,A#3,Bb3,0.1369,M6
noteOn,98640,479,79:80,G5,G5,0.1369,d5
noteOn,98880,479,61:80,C#4,Db4,0.2282,P4
noteOn,99120,119,78:80,F#5,Gb5,0.2739,M2
noteOn,99240,119,76:80,E5,E5,0.2739,m7
noteOn,99360,479,66:80,F#4,Gb4,0.3195,P1
noteOn,99360,119,78:80,F#5,Gb5,0.3195,M2
noteOn,99480,119,76:80,E5,E5,0.2282,M2
noteOn,99600,119,74:80,D5,D5,0.2282,m2
noteOn,99720,119,73:80,C#5,Db5,0.1826,M2
noteOn,99840,479,59:80,B3,B3,0.1826,m3
noteOn,99840,239,74:80,D5,D5,0.1826,M3
noteOn,100080,479,70:80,A#4,Bb4,0.1369,m3
noteOn,100320,479,67:80,G4,G4,0.1826,M3
noteOn,100560,239,71:80,B4,B4,0.2282,M2
noteOn,100800,239,57:80,A3,A3,0.2739,M3
noteOn,100800,239,73:80,C#5,Db5,0.2739,d5
noteOn,101040,239,67:80,G4,G4,0.3195,m6
noteOn,101040,239,75:80,D#5,Eb5,0.3195,M6
noteOn,101280,239,66:80,F#4,Gb4,0.3651,m7
noteOn,101280,119,76:80,E5,E5,0.3651,m2
noteOn,101400,119,75:80,D#5,Eb5,0.2739,d5
noteOn,101520,239,57:80,A3,A3,0.2739,M3
noteOn,101520,119,73:80,C#5,Db5,0.2739,M2
noteOn,101640,119,75:80,D#5,Eb5,0.1826,m6
noteOn,101760,479,55:80,G3,G3,0.1826,M6
noteOn,101760,239,76:80,E5,E5,0.1826,d5
noteOn,102000,479,70:80,A#4,Bb4,0.1369,d5
noteOn,102240,479,64:80,E4,E4,0.1826,P5
noteOn,102480,239,71:80,B4,B4,0.2282,P4
noteOn,102720,239,54:80,F#3,Gb3,0.2282,m6
noteOn,102720,239,74:80,D5,D5,0.2282,m7
noteOn,102960,239,64:80,E4,E4,0.2282,d5
noteOn,102960,479,70:80,A#4,Bb4,0.2282,m6
noteOn,103200,239,62:80,D4,D4,0.2282,m6
noteOn,103440,239,54:80,F#3,Gb3,0.3195,P4
noteOn,103440,239,71:80,B4,B4,0.3195,P5
noteOn,103680,239,52:80,E3,E3,0.2739,m3
noteOn,103680,119,79:80,G5,G5,0.2739,m2
noteOn,103800,119,78:80,F#5,Gb5,0.1826,M3
noteOn,103920,239,62:80,D4,D4,0.2282,M2
noteOn,103920,479,76:80,E5,E5,0.2282,M3
noteOn,104160,239,60:80,C4,C4,0.1826,m6
noteOn,104400,239,52:80,E3,E3,0.2739,P1
noteOn,104400,359,76:80,E5,E5,0.2739,M2
noteOn,104640,239,50:80,D3,D3,0.3195,M3
noteOn,104760,119,78:80,F#5,Gb5,0.2739,d5
noteOn,104880,239,60:80,C4,C4,0.3195,M3
noteOn,104880,119,76:80,E5,E5,0.3195,m2
noteOn,105000,119,75:80,D#5,Eb5,0.2282,M3
noteOn,105120,239,59:80,B3,B3,0.2282,P4
noteOn,105120,239,76:80,E5,E5,0.2282,M2
noteOn,105360,239,50:80,D3,D3,0.2739,M2
noteOn,105360,359,76:80,E5,E5,0.2739,m3
noteOn,105600,239,49:80,C#3,Db3,0.3195,m6
noteOn,105720,119,69:80,A4,A4,0.2739,m7
noteOn,105840,239,59:80,B3,B3,0.3195,m6
noteOn,105840,119,67:80,G4,G4,0.3195,m2
noteOn,105960,119,66:80,F#4,Gb4,0.2282,m6
noteOn,106080,239,58:80,A#3,Bb3,0.2282,M6
noteOn,106080,239,67:80,G4,G4,0.2282,d5
noteOn,106320,239,49:80,C#3,Db3,0.2739,m3
noteOn,106320,479,76:80,E5,E5,0.2739,P4
noteOn,106560,239,47:80,B2,B2,0.2282,M7
noteOn,106800,239,58:80,A#3,Bb3,0.3195,d5
noteOn,106800,479,64:80,E4,E4,0.3195,m3
noteOn,106800,479,67:80,G4,G4,0.3195,m6
noteOn,107040,239,59:80,B3,B3,0.2282,P1
noteOn,107280,239,47:80,B2,B2,0.2282,P4
noteOn,107280,1199,64:80,E4,E4,0.2282,m3
noteOn,107280,479,67:80,G4,G4,0.2282,M6
noteOn,107520,959,46:80,A#2,Bb2,0.1826,m6
noteOn,107760,119,66:80,F#4,Gb4,0.1826,m6
noteOn,107880,119,74:80,D5,D5,0.1369,P1
noteOn,108000,239,74:80,D5,D5,0.0913,m2
noteOn,108240,239,73:80,C#5,Db5,0.0913,M6
noteOn,108720,119,64:80,E4,E4,0.2739,M2
noteOn,108840,119,66:80,F#4,Gb4,0.2282,m6
noteOn,108960,479,58:80,A#3,Bb3,0.2739,M6
noteOn,108960,119,67:80,G4,G4,0.2739,m2
noteOn,109080,119,66:80,F#4,Gb4,0.1826,M2
noteOn,109200,239,64:80,E4,E4,0.1826,P4
noteOn,109440,479,59:80,B3,B3,0.2282,m3
noteOn,109440,239,62:80,D4,D4,0.2282,M3
noteOn,109680,239,66:80,F#4,Gb4,0.1826,M7
noteOn,109920,479,55:80,G3,G3,0.2282,m3
noteOn,109920,239,70:80,A#4,Bb4,0.2282,m2
noteOn,110160,239,71:80,B4,B4,0.1826,P5
noteOn,110400,479,52:80,E3,E3,0.2282,m7
noteOn,110400,239,74:80,D5,D5,0.2282,m2
noteOn,110640,239,73:80,C#5,Db5,0.1826,P5
noteOn,110880,479,54:80,F#3,Gb3,0.2282,P4
noteOn,110880,239,71:80,B4,B4,0.2282,m2
noteOn,111120,239,70:80,A#4,Bb4,0.1826,m6
noteOn,111360,239,50:80,D3,D3,0.2282,M6
noteOn,111360,479,71:80,B4,B4,0.2282,P4
noteOn,111600,239,54:80,F#3,Gb3,0.1826,P5
noteOn,111840,239,47:80,B2,B2,0.2282,P5
noteOn,111840,479,66:80,F#4,Gb4,0.2282,P4
noteOn,112080,239,49:80,C#3,Db3,0.2739,m2
noteOn,112320,239,50:80,D3,D3,0.3651,P4
noteOn,112320,119,67:80,G4,G4,0.3651,m2
noteOn,112440,119,66:80,F#4,Gb4,0.2739,P1
noteOn,112560,239,54:80,F#3,Gb3,0.2739,M7
noteOn,112560,119,65:80,F4,F4,0.2739,m2
noteOn,112680,119,66:80,F#4,Gb4,0.1826,P5
noteOn,112800,239,47:80,B2,B2,0.1826,m3
noteOn,112800,157,74:80,D5,D5,0.1826,P1
noteOn,113040,239,50:80,D3,D3,0.1369,m2
noteOn,113280,239,49:80,C#3,Db3,0.1826,P4
noteOn,113520,239,54:80,F#3,Gb3,0.2282,m2
noteOn,113760,119,55:80,G3,G3,0.3195,M7
noteOn,113760,479,66:80,F#4,Gb4,0.3195,P1
noteOn,113880,119,54:80,F#3,Gb3,0.2739,m2
noteOn,114000,119,53:80,F3,F3,0.3195,m2
noteOn,114120,119,54:80,F#3,Gb3,0.3195,M3
noteOn,114240,239,58:80,A#3,Bb3,0.3651,M6
noteOn,114240,119,67:80,G4,G4,0.3651,m2
noteOn,114360,119,66:80,F#4,Gb4,0.2739,P1
noteOn,114480,239,54:80,F#3,Gb3,0.2739,M7
noteOn,114480,119,65:80,F4,F4,0.2739,m2
noteOn,114600,119,66:80,F#4,Gb4,0.1826,P4
noteOn,114720,239,61:80,C#4,Db4,0.1826,m3
noteOn,114720,157,76:80,E5,E5,0.1826,P1
noteOn,114960,239,52:80,E3,E3,0.1369,M2
noteOn,115200,239,50:80,D3,D3,0.1826,M3
noteOn,115440,239,54:80,F#3,Gb3,0.1826,P5
noteOn,115680,239,47:80,B2,B2,0.2282,P5
noteOn,115680,479,66:80,F#4,Gb4,0.2282,P4
noteOn,115920,239,49:80,C#3,Db3,0.2739,m2
noteOn,116160,239,50:80,D3,D3,0.3651,P4
noteOn,116160,119,67:80,G4,G4,0.3651,m2
noteOn,116280,119,66:80,F#4,Gb4,0.2739,P1
noteOn,116400,239,54:80,F#3,Gb3,0.3195,M7
noteOn,116400,119,65:80,F4,F4,0.3195,m2
noteOn,116520,119,66:80,F#4,Gb4,0.2282,P5
noteOn,116640,239,47:80,B2,B2,0.3651,P5
noteOn,116640,239,78:80,F#5,Gb5,0.3651,P4
noteOn,116880,239,49:80,C#3,Db3,0.2739,m6
noteOn,116880,239,69:80,A4,A4,0.2739,P5
noteOn,117120,479,50:80,D3,D3,0.2739,M6
noteOn,117120,959,59:80,B3,B3,0.2739,P4
noteOn,117120,959,64:80,E4,E4,0.2739,P4
noteOn,117120,479,69:80,A4,A4,0.2739,P5
noteOn,117600,479,38:80,D2,D2,0.0913,d5
noteOn,117600,479,68:80,G#4,Ab4,0.0913,P1
noteOn,118320,119,68:80,G#4,Ab4,0.2739,M2
noteOn,118440,119,70:80,A#4,Bb4,0.2739,m6
noteOn,118560,479,50:80,D3,D3,0.4108,M6
noteOn,118560,119,71:80,B4,B4,0.4108,M2
noteOn,118680,119,73:80,C#5,Db5,0.3195,m2
noteOn,118800,119,74:80,D5,D5,0.2739,M2
noteOn,118920,119,76:80,E5,E5,0.2282,m3
noteOn,119040,479,49:80,C#3,Db3,0.2739,m3
noteOn,119040,959,64:80,E4,E4,0.2739,m3
noteOn,119040,959,67:80,G4,G4,0.2739,M3
noteOn,119040,479,71:80,B4,B4,0.2739,m7
noteOn,119520,479,61:80,C#4,Db4,0.0913,M6
noteOn,119520,479,70:80,A#4,Bb4,0.0913,M6
noteOn,120240,119,61:80,C#4,Db4,0.4564,M6
noteOn,120240,119,70:80,A#4,Bb4,0.4564,m6
noteOn,120360,119,62:80,D4,D4,0.3651,M6
noteOn,120360,119,71:80,B4,B4,0.3651,P5
noteOn,120480,119,64:80,E4,E4,0.5021,M6
noteOn,120480,119,73:80,C#5,Db5,0.5021,M7
noteOn,120600,119,62:80,D4,D4,0.4108,M6
noteOn,120600,119,71:80,B4,B4,0.4108,m7
noteOn,120720,239,61:80,C#4,Db4,0.3195,M6
noteOn,120720,239,70:80,A#4,Bb4,0.3195,M7
noteOn,120960,479,59:80,B3,B3,0.4564,M6
noteOn,120960,479,68:80,G#4,Ab4,0.4564,m3
noteOn,120960,479,71:80,B4,B4,0.4564,m3
noteOn,120960,479,74:80,D5,D5,0.4564,m3
noteOn,120960,479,77:80,F5,F5,0.4564,P5
noteOn,121440,479,58:80,A#3,Bb3,0.2282,m3
noteOn,121440,479,61:80,C#4,Db4,0.2282,P4
noteOn,121440,479,66:80,F#4,Gb4,0.2282,P5
noteOn,121440,479,73:80,C#5,Db5,0.2282,P4
noteOn,121440,479,78:80,F#5,Gb5,0.2282,P1
noteOn,122160,119,54:80,F#3,Gb3,0.2282,M2
noteOn,122280,119,56:80,G#3,Ab3,0.1826,M2
noteOn,122400,119,58:80,A#3,Bb3,0.1826,m2
noteOn,122520,119,59:80,B3,B3,0.1369,M2
noteOn,122640,239,61:80,C#4,Db4,0.1369,M7
noteOn,122880,479,50:80,D3,D3,0.2282,M6
noteOn,123120,119,71:80,B4,B4,0.2739,M2
noteOn,123240,119,69:80,A4,A4,0.2282,P4
noteOn,123360,479,52:80,E3,E3,0.2739,m3
noteOn,123360,119,67:80,G4,G4,0.2739,m2
noteOn,123480,119,66:80,F#4,Gb4,0.1826,M2
noteOn,123600,239,64:80,E4,E4,0.1826,m7
noteOn,123840,479,54:80,F#3,Gb3,0.2739,m6
noteOn,123840,479,62:80,D4,D4,0.2739,M6
noteOn,124080,479,71:80,B4,B4,0.2282,P4
noteOn,124320,479,42:80,F#2,Gb2,0.4108,P5
noteOn,124320,479,61:80,C#4,Db4,0.4108,m3
noteOn,124320,479,64:80,E4,E4,0.4108,d5
noteOn,124560,239,70:80,A#4,Bb4,0.2739,M7
noteOn,124800,1919,47:80,B2,B2,0.2282,P1
noteOn,124800,1919,59:80,B3,B3,0.2282,m3
noteOn,124800,1919,62:80,D4,D4,0.2282,M3
noteOn,124800,1919,66:80,F#4,Gb4,0.2282,P4
noteOn,124800,1919,71:80,B4,B4,0.2282,
