type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval
noteOn,42720,239,60:49,C4,C4,0.2282,M2
noteOn,42960,239,62:49,D4,D4,0.3195,m2
noteOn,43200,239,63:49,Eb4,Eb4,0.4108,P4
noteOn,43200,239,92:49,Ab6,Ab6,0.4108,M3
noteOn,43200,239,96:49,C7,C7,0.4108,P5
noteOn,43440,239,65:49,F4,F4,0.4108,M2
noteOn,43440,239,91:49,G6,G6,0.4108,m3
noteOn,43440,239,94:49,Bb6,Bb6,0.4108,m3
noteOn,43680,239,67:49,G4,G4,0.4108,m7
noteOn,43680,239,89:49,F6,F6,0.4108,m3
noteOn,43680,239,92:49,Ab6,Ab6,0.4108,P1
noteOn,43920,239,68:49,Ab4,Ab4,0.2739,P5
noteOn,43920,239,87:49,Eb6,Eb6,0.2739,M3
noteOn,43920,239,91:49,G6,G6,0.2739,M6
noteOn,44160,479,70:49,Bb4,Bb4,0.2739,M3
noteOn,44160,479,86:49,D6,D6,0.2739,m3
noteOn,44160,479,89:49,F6,F6,0.2739,M6
noteOn,44640,239,68:49,Ab4,Ab4,0.4108,d5
noteOn,44640,239,74:49,D5,D5,0.4108,m7
noteOn,44640,239,84:49,C6,C6,0.4108,P4
noteOn,44880,239,67:49,G4,G4,0.4108,m6
noteOn,44880,239,75:49,Eb5,Eb5,0.4108,P5
noteOn,44880,239,82:49,Bb5,Bb5,0.4108,P4
noteOn,45120,239,65:49,F4,F4,0.4108,d5
noteOn,45120,239,71:49,B4,B4,0.4108,M6
noteOn,45120,239,80:49,Ab5,Ab5,0.4108,P4
noteOn,45360,239,63:56,Eb4,Eb4,0.4108,M6
noteOn,45360,239,72:56,C5,C5,0.4108,P5
noteOn,45360,239,79:56,G5,G5,0.4108,P4
noteOn,45600,239,62:60,D4,D4,0.4108,P4
noteOn,45600,119,67:60,G4,G4,0.4108,m7
noteOn,45600,119,77:60,F5,F5,0.4108,P4
noteOn,45840,239,60:63,C4,C4,0.4564,m3
noteOn,45840,119,75:63,Eb5,Eb5,0.4564,m3
noteOn,45840,119,78:63,Gb5,Gb5,0.4564,P5
noteOn,46080,239,59:67,B3,B3,0.5021,m3
noteOn,46080,119,74:67,D5,D5,0.5021,P4
noteOn,46080,119,79:67,G5,G5,0.5021,m7
noteOn,46320,239,57:71,A3,A3,0.5477,P4
noteOn,46320,119,74:71,D5,D5,0.5477,M3
noteOn,46320,119,78:71,Gb5,Gb5,0.5477,m3
noteOn,46320,119,81:71,A5,A5,0.5477,M2
noteOn,46560,239,55:74,G3,G3,0.5477,P5
noteOn,46560,119,74:74,D5,D5,0.5477,P4
noteOn,46560,119,79:74,G5,G5,0.5477,M3
noteOn,46560,119,83:74,B5,B5,0.5477,d5
noteOn,46800,239,53:78,F3,F3,0.5477,M6
noteOn,46800,119,74:78,D5,D5,0.5477,P4
noteOn,46800,119,79:78,G5,G5,0.5477,M3
noteOn,46800,119,83:78,B5,B5,0.5477,m6
noteOn,47040,239,51:82,Eb3,Eb3,0.5477,P1
noteOn,47040,119,75:82,Eb5,Eb5,0.5477,M3
noteOn,47040,119,79:82,G5,G5,0.5477,P4
noteOn,47040,119,84:82,C6,C6,0.5477,m7
noteOn,47280,239,50:85,D3,D3,0.5934,m3
noteOn,47280,119,77:85,F5,F5,0.5934,d5
noteOn,47280,119,83:85,B5,B5,0.5934,m3
noteOn,47280,119,86:85,D6,D6,0.5934,M2
noteOn,47520,239,48:89,C3,C3,0.639,P5
noteOn,47520,119,79:89,G5,G5,0.639,P4
noteOn,47520,119,84:89,C6,C6,0.639,m3
noteOn,47520,119,87:89,Eb6,Eb6,0.639,P4
noteOn,47760,239,46:92,Bb2,Bb2,0.4564,M2
noteOn,47760,239,48:92,C3,C3,0.4564,P5
noteOn,47760,119,79:92,G5,G5,0.4564,P4
noteOn,47760,119,84:92,C6,C6,0.4564,M3
noteOn,47760,119,88:92,E6,E6,0.4564,d5
noteOn,48000,239,46:96,Bb2,Bb2,0.2282,M2
noteOn,48000,239,48:96,C3,C3,0.2282,P5
noteOn,48000,239,79:96,G5,G5,0.2282,P4
noteOn,48000,239,84:96,C6,C6,0.2282,M3
noteOn,48000,239,88:96,E6,E6,0.2282,P5
noteOn,48960,239,45:96,A2,A2,0.2282,m3
noteOn,48960,239,48:96,C3,C3,0.2282,P4
noteOn,48960,239,77:96,F5,F5,0.2282,P5
noteOn,48960,239,84:96,C6,C6,0.2282,P4
noteOn,48960,239,89:96,F6,F6,0.2282,M7
noteOn,49920,1439,42:96,Gb2,Gb2,0.1826,d5
noteOn,49920,3839,48:96,C3,C3,0.1826,m7
noteOn,49920,2399,70:105,Bb4,Bb4,0.1826,P4
noteOn,49920,1439,75:96,Eb5,Eb5,0.1826,m7
noteOn,51360,479,41:96,F2,F2,0.1826,P1
noteOn,51360,239,77:96,F5,F5,0.1826,M2
noteOn,51840,1919,39:96,Eb2,Eb2,0.1369,m3
noteOn,51840,1919,78:105,Gb5,Gb5,0.1369,m6
noteOn,52320,239,70:96,Bb4,Bb4,0.1369,m2
noteOn,52560,239,69:96,A4,A4,0.1369,m2
noteOn,52800,239,70:96,Bb4,Bb4,0.1369,m2
noteOn,53040,239,69:96,A4,A4,0.1369,m2
noteOn,53280,239,70:96,Bb4,Bb4,0.2739,m2
noteOn,53520,239,69:96,A4,A4,0.2282,m3
noteOn,53760,1439,42:96,Gb2,Gb2,0.1826,d5
noteOn,53760,3839,48:96,C3,C3,0.1826,m7
noteOn,53760,2399,70:105,Bb4,Bb4,0.1826,P4
noteOn,53760,1439,75:96,Eb5,Eb5,0.1826,m7
noteOn,55200,479,41:96,F2,F2,0.1826,P1
noteOn,55200,239,77:96,F5,F5,0.1826,m2
noteOn,55680,1919,40:96,E2,E2,0.1369,m3
noteOn,55680,1919,79:105,G5,G5,0.1369,M6
noteOn,56160,239,70:88,Bb4,Bb4,0.1369,m2
noteOn,56400,239,69:80,A4,A4,0.1369,m2
noteOn,56640,239,70:72,Bb4,Bb4,0.1369,m2
noteOn,56880,239,69:64,A4,A4,0.1369,m2
noteOn,57120,239,70:56,Bb4,Bb4,0.2282,m2
noteOn,57360,239,69:53,A4,A4,0.1826,M3
noteOn,57600,479,41:49,F2,F2,0.1826,P5
noteOn,57600,479,48:49,C3,C3,0.1826,d5
noteOn,57600,479,78:49,Gb5,Gb5,0.1826,m6
noteOn,58080,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,58320,239,69:49,A4,A4,0.1369,m2
noteOn,58560,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,58800,239,69:49,A4,A4,0.1369,m2
noteOn,59040,239,70:49,Bb4,Bb4,0.2282,m2
noteOn,59280,239,69:49,A4,A4,0.1826,M3
noteOn,59520,479,41:49,F2,F2,0.1826,M6
noteOn,59520,479,50:49,D3,D3,0.1826,m3
noteOn,59520,479,77:49,F5,F5,0.1826,P5
noteOn,60000,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,60240,239,69:49,A4,A4,0.1369,m2
noteOn,60480,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,60720,239,69:49,A4,A4,0.1369,m2
noteOn,60960,239,70:49,Bb4,Bb4,0.2282,m2
noteOn,61200,239,69:49,A4,A4,0.1826,M3
noteOn,61440,479,41:49,F2,F2,0.1826,m7
noteOn,61440,479,51:49,Eb3,Eb3,0.1826,M2
noteOn,61440,239,77:49,F5,F5,0.1826,m3
noteOn,61920,239,74:49,D5,D5,0.2282,M2
noteOn,62160,239,72:49,C5,C5,0.1826,P5
noteOn,62400,479,41:49,F2,F2,0.1826,M6
noteOn,62400,479,50:49,D3,D3,0.1826,m3
noteOn,62400,239,77:49,F5,F5,0.1826,P4
noteOn,62880,239,72:49,C5,C5,0.2282,M2
noteOn,63120,239,70:49,Bb4,Bb4,0.1826,P4
noteOn,63360,479,41:49,F2,F2,0.1826,P5
noteOn,63360,479,48:49,C3,C3,0.1826,P4
noteOn,63360,239,77:49,F5,F5,0.1826,P5
noteOn,63840,239,70:49,Bb4,Bb4,0.2282,m2
noteOn,64080,239,69:49,A4,A4,0.1826,M3
noteOn,64320,479,41:49,F2,F2,0.1826,M6
noteOn,64320,479,50:49,D3,D3,0.1826,m3
noteOn,64320,239,77:49,F5,F5,0.1826,P4
noteOn,64800,239,72:49,C5,C5,0.2282,M2
noteOn,65040,239,70:49,Bb4,Bb4,0.1826,P4
noteOn,65280,479,41:49,F2,F2,0.1826,P5
noteOn,65280,479,48:49,C3,C3,0.1826,d5
noteOn,65280,239,78:49,Gb5,Gb5,0.1826,m6
noteOn,65760,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,66000,239,69:49,A4,A4,0.1369,m2
noteOn,66240,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,66480,239,69:49,A4,A4,0.1369,m2
noteOn,66720,239,70:49,Bb4,Bb4,0.2282,m2
noteOn,66960,239,69:49,A4,A4,0.1826,M3
noteOn,67200,479,41:49,F2,F2,0.1826,M6
noteOn,67200,479,50:49,D3,D3,0.1826,m3
noteOn,67200,479,77:49,F5,F5,0.1826,P5
noteOn,67680,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,67920,239,69:49,A4,A4,0.1369,m2
noteOn,68160,239,70:49,Bb4,Bb4,0.1369,m2
noteOn,68400,239,69:49,A4,A4,0.1369,m2
noteOn,68640,239,70:49,Bb4,Bb4,0.2282,m2
noteOn,68880,239,69:49,A4,A4,0.1826,M3
noteOn,69120,479,41:49,F2,F2,0.1826,m7
noteOn,69120,479,51:49,Eb3,Eb3,0.1826,M2
noteOn,69120,239,77:49,F5,F5,0.1826,m3
noteOn,69600,239,74:49,D5,D5,0.2282,M2
noteOn,69840,239,72:49,C5,C5,0.1826,P5
noteOn,70080,479,41:49,F2,F2,0.1826,M6
noteOn,70080,479,50:49,D3,D3,0.1826,m3
noteOn,70080,239,77:49,F5,F5,0.1826,P4
noteOn,70560,239,72:49,C5,C5,0.2282,m2
noteOn,70800,239,71:49,B4,B4,0.1826,d5
noteOn,71040,479,41:49,F2,F2,0.1826,m7
noteOn,71040,479,51:49,Eb3,Eb3,0.1826,M2
noteOn,71040,239,77:49,F5,F5,0.1826,m3
noteOn,71520,239,74:49,D5,D5,0.1826,M2
noteOn,71760,239,72:49,C5,C5,0.1369,P5
noteOn,72000,479,53:49,F3,F3,0.2282,P1
noteOn,72000,479,77:49,F5,F5,0.2282,m7
noteOn,72480,239,55:49,G3,G3,0.2739,P4
noteOn,72480,959,72:49,C5,C5,0.2739,m3
noteOn,72480,959,75:49,Eb5,Eb5,0.2739,d5
noteOn,72720,239,57:49,A3,A3,0.1826,m2
noteOn,72960,239,58:49,Bb3,Bb3,0.2739,P5
noteOn,72960,959,65:49,F4,F4,0.2739,P4
noteOn,73200,239,60:49,C4,C4,0.2282,M2
noteOn,73440,239,62:49,D4,D4,0.3195,m6
noteOn,73440,479,70:49,Bb4,Bb4,0.3195,M3
noteOn,73440,479,74:49,D5,D5,0.3195,M7
noteOn,73680,239,63:49,Eb4,Eb4,0.1826,M2
noteOn,73920,479,65:49,F4,F4,0.2739,M3
noteOn,73920,479,69:49,A4,A4,0.2739,m3
noteOn,73920,479,72:49,C5,C5,0.2739,P4
noteOn,74400,239,67:49,G4,G4,0.2739,P4
noteOn,74400,959,84:49,C6,C6,0.2739,m3
noteOn,74400,959,87:49,Eb6,Eb6,0.2739,d5
noteOn,74640,239,69:49,A4,A4,0.1826,m2
noteOn,74880,239,70:49,Bb4,Bb4,0.2739,P5
noteOn,74880,959,77:49,F5,F5,0.2739,P4
noteOn,75120,239,72:49,C5,C5,0.2282,M2
noteOn,75360,239,74:49,D5,D5,0.3195,m6
noteOn,75360,479,82:49,Bb5,Bb5,0.3195,M3
noteOn,75360,479,86:49,D6,D6,0.3195,M7
noteOn,75600,239,75:49,Eb5,Eb5,0.1826,M2
noteOn,75840,479,77:49,F5,F5,0.3195,M3
noteOn,75840,479,81:49,A5,A5,0.3195,m3
noteOn,75840,479,84:49,C6,C6,0.3195,M6
noteOn,76320,479,75:49,Eb5,Eb5,0.3195,d5
noteOn,76320,479,81:49,A5,A5,0.3195,m3
noteOn,76320,479,84:49,C6,C6,0.3195,P5
noteOn,76320,959,91:49,G6,G6,0.3195,P4
noteOn,76800,479,74:49,D5,D5,0.3195,m3
noteOn,76800,479,77:49,F5,F5,0.3195,P4
noteOn,76800,479,82:49,Bb5,Bb5,0.3195,M6
noteOn,77280,479,73:49,Db5,Db5,0.3195,M3
noteOn,77280,479,77:49,F5,F5,0.3195,P4
noteOn,77280,479,82:49,Bb5,Bb5,0.3195,P5
noteOn,77280,959,89:49,F6,F6,0.3195,P4
noteOn,77760,479,72:49,C5,C5,0.3195,P5
noteOn,77760,479,79:49,G5,G5,0.3195,m3
noteOn,77760,479,82:49,Bb5,Bb5,0.3195,P4
noteOn,78240,479,65:49,F4,F4,0.3651,M3
noteOn,78240,479,81:49,A5,A5,0.3651,m3
noteOn,78240,479,84:49,C6,C6,0.3651,m3
noteOn,78240,479,87:49,Eb6,Eb6,0.3651,P4
noteOn,78720,0,58:49,Bb3,Bb3,0.3651,P1
noteOn,78720,1919,58:49,Bb3,Bb3,0.3651,M3
noteOn,78720,0,86:49,D6,D6,0.3651,P1
noteOn,78720,1919,86:49,D6,D6,0.3651,M6
noteOn,78960,239,77:49,F5,F5,0.2282,M3
noteOn,79200,959,61:49,Db4,Db4,0.2282,m3
noteOn,79200,959,64:49,E4,E4,0.2282,m3
noteOn,79200,239,79:49,G5,G5,0.2282,M2
noteOn,79440,239,77:49,F5,F5,0.1369,M2
noteOn,79680,239,79:49,G5,G5,0.2282,M2
noteOn,79920,239,77:49,F5,F5,0.2282,m3
noteOn,80160,479,62:49,D4,D4,0.3651,m3
noteOn,80160,479,65:49,F4,F4,0.3651,M2
noteOn,80160,239,79:49,G5,G5,0.3651,M2
noteOn,80400,239,77:49,F5,F5,0.2739,P5
noteOn,80640,0,58:49,Bb3,Bb3,0.3651,P1
noteOn,80640,1919,58:49,Bb3,Bb3,0.3651,M2
noteOn,80640,0,84:49,C6,C6,0.3651,P1
noteOn,80640,1919,84:49,C6,C6,0.3651,M6
noteOn,80880,239,75:49,Eb5,Eb5,0.2282,M6
noteOn,81120,959,66:49,Gb4,Gb4,0.2282,m3
noteOn,81120,1439,69:49,A4,A4,0.2282,m6
noteOn,81120,239,77:49,F5,F5,0.2282,M2
noteOn,81360,239,75:49,Eb5,Eb5,0.1369,M2
noteOn,81600,239,77:49,F5,F5,0.1826,M2
noteOn,81840,239,75:49,Eb5,Eb5,0.1826,m7
noteOn,82080,479,65:49,F4,F4,0.3195,P1
noteOn,82080,239,77:49,F5,F5,0.3195,M2
noteOn,82320,239,75:49,Eb5,Eb5,0.2739,P4
noteOn,82560,0,58:49,Bb3,Bb3,0.3651,P1
noteOn,82560,1919,58:49,Bb3,Bb3,0.3651,M3
noteOn,82560,239,74:49,D5,D5,0.3651,m6
noteOn,82560,959,82:49,Bb5,Bb5,0.3651,P1
noteOn,82800,239,70:49,Bb4,Bb4,0.2282,m6
noteOn,83040,479,62:49,D4,D4,0.3651,m3
noteOn,83040,479,65:49,F4,F4,0.3651,P5
noteOn,83040,239,72:49,C5,C5,0.3651,M2
noteOn,83280,239,70:49,Bb4,Bb4,0.2739,P5
noteOn,83520,479,63:49,Eb4,Eb4,0.4108,M3
noteOn,83520,479,67:49,G4,G4,0.4108,P1
noteOn,83520,0,79:49,G5,G5,0.4108,P1
noteOn,83520,479,79:49,G5,G5,0.4108,M6
noteOn,83760,239,70:49,Bb4,Bb4,0.2739,m6
noteOn,84000,479,62:49,D4,D4,0.4108,m3
noteOn,84000,479,65:49,F4,F4,0.4108,P1
noteOn,84000,0,77:49,F5,F5,0.4108,P1
noteOn,84000,479,77:49,F5,F5,0.4108,P5
noteOn,84240,239,70:49,Bb4,Bb4,0.2739,P4
noteOn,84480,1919,53:49,F3,F3,0.4108,M6
noteOn,84480,479,62:49,D4,D4,0.4108,m6
noteOn,84480,239,70:49,Bb4,Bb4,0.4108,P5
noteOn,84480,479,77:49,F5,F5,0.4108,P1
noteOn,84720,239,65:49,F4,F4,0.2739,P4
noteOn,84960,479,60:49,C4,C4,0.4108,m3
noteOn,84960,479,63:49,Eb4,Eb4,0.4108,d5
noteOn,84960,239,69:49,A4,A4,0.4108,d5
noteOn,84960,479,75:49,Eb5,Eb5,0.4108,m7
noteOn,85200,239,65:49,F4,F4,0.2739,P5
noteOn,85440,479,58:49,Bb3,Bb3,0.4108,M3
noteOn,85440,479,62:49,D4,D4,0.4108,m6
noteOn,85440,239,70:49,Bb4,Bb4,0.4108,M3
noteOn,85440,479,74:49,D5,D5,0.4108,M6
noteOn,85680,239,65:49,F4,F4,0.2739,m6
noteOn,85920,479,57:49,A3,A3,0.3651,m3
noteOn,85920,479,60:49,C4,C4,0.3651,P1
noteOn,85920,0,72:49,C5,C5,0.3651,P1
noteOn,85920,479,72:49,C5,C5,0.3651,P5
noteOn,86160,239,65:49,F4,F4,0.2282,P5
noteOn,86400,1919,46:49,Bb2,Bb2,0.3195,M3
noteOn,86400,0,74:49,D5,D5,0.3195,P1
noteOn,86400,1919,74:49,D5,D5,0.3195,M6
noteOn,86640,239,65:49,F4,F4,0.2282,M3
noteOn,86880,959,49:49,Db3,Db3,0.2282,m3
noteOn,86880,959,52:49,E3,E3,0.2282,m3
noteOn,86880,239,67:49,G4,G4,0.2282,M2
noteOn,87120,239,65:49,F4,F4,0.1369,M2
noteOn,87360,239,67:49,G4,G4,0.2282,M2
noteOn,87600,239,65:49,F4,F4,0.2282,m3
noteOn,87840,479,50:49,D3,D3,0.3195,m3
noteOn,87840,479,53:49,F3,F3,0.3195,M2
noteOn,87840,239,67:49,G4,G4,0.3195,M2
noteOn,88080,239,65:49,F4,F4,0.2282,P5
noteOn,88320,1919,46:49,Bb2,Bb2,0.3195,M2
noteOn,88320,0,72:49,C5,C5,0.3195,P1
noteOn,88320,1919,72:49,C5,C5,0.3195,M6
noteOn,88560,239,63:49,Eb4,Eb4,0.2282,M6
noteOn,88800,959,54:49,Gb3,Gb3,0.2282,m3
noteOn,88800,1439,57:49,A3,A3,0.2282,m6
noteOn,88800,239,65:49,F4,F4,0.2282,M2
noteOn,89040,239,63:49,Eb4,Eb4,0.1369,M2
noteOn,89280,239,65:49,F4,F4,0.1826,M2
noteOn,89520,239,63:49,Eb4,Eb4,0.1826,m7
noteOn,89760,479,53:49,F3,F3,0.3195,P1
noteOn,89760,239,65:49,F4,F4,0.3195,M2
noteOn,90000,239,63:49,Eb4,Eb4,0.2739,P4
noteOn,90240,0,46:49,Bb2,Bb2,0.3651,P1
noteOn,90240,1919,46:49,Bb2,Bb2,0.3651,M3
noteOn,90240,239,62:49,D4,D4,0.3651,m6
noteOn,90240,959,70:49,Bb4,Bb4,0.3651,P1
noteOn,90480,239,58:49,Bb3,Bb3,0.2282,m6
noteOn,90720,479,50:49,D3,D3,0.3651,m3
noteOn,90720,479,53:49,F3,F3,0.3651,P5
noteOn,90720,239,60:49,C4,C4,0.3651,M2
noteOn,90960,239,58:49,Bb3,Bb3,0.2739,P5
noteOn,91200,479,51:49,Eb3,Eb3,0.4108,M3
noteOn,91200,479,55:49,G3,G3,0.4108,P1
noteOn,91200,0,67:49,G4,G4,0.4108,P1
noteOn,91200,479,67:49,G4,G4,0.4108,M6
noteOn,91440,239,58:49,Bb3,Bb3,0.2739,m6
noteOn,91680,479,50:49,D3,D3,0.4108,m3
noteOn,91680,479,53:49,F3,F3,0.4108,P1
noteOn,91680,0,65:49,F4,F4,0.4108,P1
noteOn,91680,479,65:49,F4,F4,0.4108,P5
noteOn,91920,239,58:49,Bb3,Bb3,0.2739,P4
noteOn,92160,1919,41:49,F2,F2,0.4108,M6
noteOn,92160,479,50:49,D3,D3,0.4108,m6
noteOn,92160,239,58:49,Bb3,Bb3,0.4108,P5
noteOn,92160,479,65:49,F4,F4,0.4108,P1
noteOn,92400,239,53:49,F3,F3,0.2739,P4
noteOn,92640,479,48:49,C3,C3,0.4108,m3
noteOn,92640,479,51:49,Eb3,Eb3,0.4108,d5
noteOn,92640,239,57:49,A3,A3,0.4108,d5
noteOn,92640,479,63:49,Eb4,Eb4,0.4108,m7
noteOn,92880,239,53:49,F3,F3,0.2739,P5
noteOn,93120,479,46:49,Bb2,Bb2,0.4108,M3
noteOn,93120,479,50:49,D3,D3,0.4108,m6
noteOn,93120,239,58:49,Bb3,Bb3,0.4108,M3
noteOn,93120,479,62:49,D4,D4,0.4108,M6
noteOn,93360,239,53:49,F3,F3,0.2739,m6
noteOn,93600,479,45:49,A2,A2,0.4108,m3
noteOn,93600,479,48:49,C3,C3,0.4108,P1
noteOn,93600,0,60:49,C4,C4,0.4108,P1
noteOn,93600,479,60:49,C4,C4,0.4108,M6
noteOn,93840,239,51:49,Eb3,Eb3,0.2739,P4
noteOn,94080,719,34:49,Bb1,Bb1,0.2739,P1
noteOn,94080,719,46:49,Bb2,Bb2,0.2739,P1
noteOn,94080,0,58:49,Bb3,Bb3,0.2739,P1
noteOn,94080,1199,58:49,Bb3,Bb3,0.2739,M3
noteOn,94320,959,54:49,Gb3,Gb3,0.1369,M3
noteOn,94560,719,50:49,D3,D3,0.1369,m6
noteOn,94800,239,42:49,Gb2,Gb2,0.1369,m2
noteOn,95040,479,41:49,F2,F2,0.1826,P1
noteOn,95280,239,53:49,F3,F3,0.1826,P5
noteOn,95520,479,34:49,Bb1,Bb1,0.2282,M3
noteOn,95520,239,50:49,D3,D3,0.2282,m6
noteOn,95760,479,58:49,Bb3,Bb3,0.1826,P4
noteOn,96000,479,29:49,F1,F1,0.2282,P1
noteOn,96000,959,53:49,F3,F3,0.2282,P4
noteOn,96240,239,58:49,Bb3,Bb3,0.2282,P5
noteOn,96480,239,51:49,Eb3,Eb3,0.2739,d5
noteOn,96480,239,57:49,A3,A3,0.2739,P5
noteOn,96720,239,50:49,D3,D3,0.2739,m6
noteOn,96720,239,58:49,Bb3,Bb3,0.2739,m7
noteOn,96960,239,48:49,C3,C3,0.3195,P1
noteOn,96960,239,60:49,C4,C4,0.3195,M2
noteOn,97200,239,46:49,Bb2,Bb2,0.3195,M3
noteOn,97200,239,62:49,D4,D4,0.3195,M6
noteOn,97440,239,41:49,F2,F2,0.3651,M3
noteOn,97440,239,45:49,A2,A2,0.3651,d5
noteOn,97440,239,63:49,Eb4,Eb4,0.3651,m7
noteOn,97680,239,53:49,F3,F3,0.2739,P5
noteOn,97680,239,60:49,C4,C4,0.2739,M2
noteOn,97920,719,46:49,Bb2,Bb2,0.2282,P1
noteOn,97920,0,70:49,Bb4,Bb4,0.2282,P1
noteOn,97920,1199,70:49,Bb4,Bb4,0.2282,M3
noteOn,98160,959,66:49,Gb4,Gb4,0.1369,M3
noteOn,98400,719,62:49,D4,D4,0.1369,m6
noteOn,98640,239,54:49,Gb3,Gb3,0.1369,m2
noteOn,98880,479,53:49,F3,F3,0.1826,P1
noteOn,99120,239,65:49,F4,F4,0.1826,P5
noteOn,99360,479,46:49,Bb2,Bb2,0.2282,M3
noteOn,99360,239,62:49,D4,D4,0.2282,m6
noteOn,99600,479,70:49,Bb4,Bb4,0.1826,P4
noteOn,99840,479,41:49,F2,F2,0.2282,P1
noteOn,99840,959,65:49,F4,F4,0.2282,P4
noteOn,100080,239,70:49,Bb4,Bb4,0.2282,P5
noteOn,100320,239,63:49,Eb4,Eb4,0.2739,d5
noteOn,100320,239,69:49,A4,A4,0.2739,P5
noteOn,100560,239,62:49,D4,D4,0.2739,m6
noteOn,100560,239,70:49,Bb4,Bb4,0.2739,m7
noteOn,100800,239,60:49,C4,C4,0.3195,P1
noteOn,100800,239,72:49,C5,C5,0.3195,M2
noteOn,101040,239,58:49,Bb3,Bb3,0.3195,M3
noteOn,101040,239,74:49,D5,D5,0.3195,M6
noteOn,101280,239,53:49,F3,F3,0.3651,M3
noteOn,101280,239,57:49,A3,A3,0.3651,d5
noteOn,101280,239,75:49,Eb5,Eb5,0.3651,m7
noteOn,101520,239,65:49,F4,F4,0.2739,P5
noteOn,101520,239,72:49,C5,C5,0.2739,M2
noteOn,101760,719,58:49,Bb3,Bb3,0.2282,M3
noteOn,101760,719,62:49,D4,D4,0.2282,P1
noteOn,101760,239,74:49,D5,D5,0.2282,M2
noteOn,102000,239,72:49,C5,C5,0.1369,M2
noteOn,102240,719,70:49,Bb4,Bb4,0.1369,m7
noteOn,102480,239,60:49,C4,C4,0.1369,M2
noteOn,102720,719,58:49,Bb3,Bb3,0.1369,M6
noteOn,102960,239,67:49,G4,G4,0.1369,M2
noteOn,103200,719,65:49,F4,F4,0.1369,m7
noteOn,103440,239,55:49,G3,G3,0.1369,M2
noteOn,103680,719,53:49,F3,F3,0.1369,m7
noteOn,103920,239,63:49,Eb4,Eb4,0.1369,m2
noteOn,104160,719,62:49,D4,D4,0.1369,M7
noteOn,104400,239,51:49,Eb3,Eb3,0.1369,m2
noteOn,104640,719,50:49,D3,D3,0.1369,m7
noteOn,104880,239,60:49,C4,C4,0.1369,M2
noteOn,105120,719,58:49,Bb3,Bb3,0.1369,m7
noteOn,105360,239,48:49,C3,C3,0.1369,M2
noteOn,105600,719,46:49,Bb2,Bb2,0.1369,M6
noteOn,105840,239,55:49,G3,G3,0.1369,M2
noteOn,106080,719,53:49,F3,F3,0.1369,m7
noteOn,106320,239,43:49,G2,G2,0.1369,M2
noteOn,106560,719,41:49,F2,F2,0.1369,m7
noteOn,106800,239,51:49,Eb3,Eb3,0.1369,m2
noteOn,107040,719,50:49,D3,D3,0.1369,M7
noteOn,107280,239,39:49,Eb2,Eb2,0.1369,m2
noteOn,107520,719,38:49,D2,D2,0.1369,m7
noteOn,107760,239,48:49,C3,C3,0.1369,M2
noteOn,108000,719,46:49,Bb2,Bb2,0.1369,m7
noteOn,108240,239,36:49,C2,C2,0.1369,M2
noteOn,108480,719,34:49,Bb1,Bb1,0.1369,M2
noteOn,108720,239,48:49,C3,C3,0.1826,M2
noteOn,108960,959,46:49,Bb2,Bb2,0.2282,P5
noteOn,109200,239,65:49,F4,F4,0.1826,m3
noteOn,109200,239,68:49,Ab4,Ab4,0.1826,m3
noteOn,109440,1919,65:49,F4,F4,0.0913,m3
noteOn,109440,1919,68:49,Ab4,Ab4,0.0913,P4
noteOn,111360,1919,63:49,Eb4,Eb4,0.0913,M3
noteOn,111360,1919,67:49,G4,G4,0.0913,P4
noteOn,113280,1919,62:49,D4,D4,0.1826,m3
noteOn,113280,1919,65:49,F4,F4,0.1826,P4
noteOn,113280,1919,70:49,Bb4,Bb4,0.1826,P5
noteOn,113280,1919,77:49,F5,F5,0.1826,M3
noteOn,115200,1919,61:49,Db4,Db4,0.1826,M2
noteOn,115200,1919,63:49,Eb4,Eb4,0.1826,P5
noteOn,115200,1919,70:49,Bb4,Bb4,0.1826,M6
noteOn,115200,1919,79:49,G5,G5,0.1826,P5
timeSignature,117120,0,4:4,4/4,,,
setTempo,117120,0,277778,216,,,
noteOn,117120,1439,60:96,C4,C4,0.1826,m3
noteOn,117120,1439,63:96,Eb4,Eb4,0.1826,P4
noteOn,117120,1439,68:96,Ab4,Ab4,0.1826,P1
noteOn,117120,1439,80:96,Ab5,Ab5,0.1826,M6
noteOn,118560,239,59:96,B3,B3,0.5021,m3
noteOn,118560,239,62:96,D4,D4,0.5021,P4
noteOn,118560,479,67:96,G4,G4,0.5021,P5
noteOn,118560,239,74:96,D5,D5,0.5021,M3
noteOn,118800,239,58:96,Bb3,Bb3,0.3195,m3
noteOn,118800,239,61:96,Db4,Db4,0.3195,d5
noteOn,118800,239,79:96,G5,G5,0.3195,M6
noteOn,119040,479,58:96,Bb3,Bb3,0.3651,m3
