composer,year_born,year_died,title,folder,xml_score,midi_score,performer,midi_performance,performance_annotations,midi_score_annotations,maestro_midi_performance,maestro_audio_performance,start,end,audio_performance,csv_score,csv_performance
Bach,1685,1750,Prelude_bwv_883,Bach/Prelude/bwv_883,Bach/Prelude/bwv_883/xml_score.musicxml,Bach/Prelude/bwv_883/midi_score.mid,LuM,Bach/Prelude/bwv_883/LuM01M.mid,Bach/Prelude/bwv_883/LuM01M_annotations.txt,Bach/Prelude/bwv_883/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--1.wav,,164.54583333333332,Bach/Prelude/bwv_883/LuM01M.wav,Bach/Prelude/bwv_883/midi_score.csv,Bach/Prelude/bwv_883/LuM01M.csv
Bach,1685,1750,Prelude_bwv_884,Bach/Prelude/bwv_884,Bach/Prelude/bwv_884/xml_score.musicxml,Bach/Prelude/bwv_884/midi_score.mid,LiA,Bach/Prelude/bwv_884/LiA01M.mid,Bach/Prelude/bwv_884/LiA01M_annotations.txt,Bach/Prelude/bwv_884/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.wav,,70.596875,Bach/Prelude/bwv_884/LiA01M.wav,Bach/Prelude/bwv_884/midi_score.csv,Bach/Prelude/bwv_884/LiA01M.csv
Bach,1685,1750,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Chon,Bach/Prelude/bwv_885/Chon02.mid,Bach/Prelude/bwv_885/Chon02_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,,,,22.885416666666664,,Bach/Prelude/bwv_885/midi_score.csv,Bach/Prelude/bwv_885/Chon02.csv
Bach,1685,1750,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Guo,Bach/Prelude/bwv_885/Guo01M.mid,Bach/Prelude/bwv_885/Guo01M_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.midi,{maestro}/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.wav,,147.50130208333331,Bach/Prelude/bwv_885/Guo01M.wav,Bach/Prelude/bwv_885/midi_score.csv,Bach/Prelude/bwv_885/Guo01M.csv
Bach,1685,1750,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Huang,Bach/Prelude/bwv_885/Huang04M.mid,Bach/Prelude/bwv_885/Huang04M_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--1.wav,,158.56640625,Bach/Prelude/bwv_885/Huang04M.wav,Bach/Prelude/bwv_885/midi_score.csv,Bach/Prelude/bwv_885/Huang04M.csv
Bach,1685,1750,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,JeonH,Bach/Prelude/bwv_885/JeonH01M.mid,Bach/Prelude/bwv_885/JeonH01M_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--1.wav,,176.36979166666663,Bach/Prelude/bwv_885/JeonH01M.wav,Bach/Prelude/bwv_885/midi_score.csv,Bach/Prelude/bwv_885/JeonH01M.csv
Bach,1685,1750,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Sinkev,Bach/Prelude/bwv_885/SINKEV01.mid,Bach/Prelude/bwv_885/SINKEV01_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,,,,,,Bach/Prelude/bwv_885/midi_score.csv,Bach/Prelude/bwv_885/SINKEV01.csv
Bach,1685,1750,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Sinkev,Bach/Prelude/bwv_885/SINKEV06.mid,Bach/Prelude/bwv_885/SINKEV06_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi,{maestro}/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.wav,,165.20729166666666,Bach/Prelude/bwv_885/SINKEV06.wav,Bach/Prelude/bwv_885/midi_score.csv,Bach/Prelude/bwv_885/SINKEV06.csv
Bach,1685,1750,Prelude_bwv_887,Bach/Prelude/bwv_887,Bach/Prelude/bwv_887/xml_score.musicxml,Bach/Prelude/bwv_887/midi_score.mid,LiYZ,Bach/Prelude/bwv_887/LiYZ01M.mid,Bach/Prelude/bwv_887/LiYZ01M_annotations.txt,Bach/Prelude/bwv_887/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.wav,,112.93645833333332,Bach/Prelude/bwv_887/LiYZ01M.wav,Bach/Prelude/bwv_887/midi_score.csv,Bach/Prelude/bwv_887/LiYZ01M.csv
Bach,1685,1750,Prelude_bwv_888,Bach/Prelude/bwv_888,Bach/Prelude/bwv_888/xml_score.musicxml,Bach/Prelude/bwv_888/midi_score.mid,ZhaoK,Bach/Prelude/bwv_888/ZhaoK01M.mid,Bach/Prelude/bwv_888/ZhaoK01M_annotations.txt,Bach/Prelude/bwv_888/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.wav,,102.84375,Bach/Prelude/bwv_888/ZhaoK01M.wav,Bach/Prelude/bwv_888/midi_score.csv,Bach/Prelude/bwv_888/ZhaoK01M.csv
Bach,1685,1750,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Giesbrecht,Bach/Prelude/bwv_889/Giesbrecht01M.mid,Bach/Prelude/bwv_889/Giesbrecht01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.midi,{maestro}/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.wav,,144.83333333333331,Bach/Prelude/bwv_889/Giesbrecht01M.wav,Bach/Prelude/bwv_889/midi_score.csv,Bach/Prelude/bwv_889/Giesbrecht01M.csv
Bach,1685,1750,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,LiuY,Bach/Prelude/bwv_889/LiuY01M.mid,Bach/Prelude/bwv_889/LiuY01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.wav,,138.490625,Bach/Prelude/bwv_889/LiuY01M.wav,Bach/Prelude/bwv_889/midi_score.csv,Bach/Prelude/bwv_889/LiuY01M.csv
Bach,1685,1750,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,MunA,Bach/Prelude/bwv_889/MunA01M.mid,Bach/Prelude/bwv_889/MunA01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.wav,,138.31875,Bach/Prelude/bwv_889/MunA01M.wav,Bach/Prelude/bwv_889/midi_score.csv,Bach/Prelude/bwv_889/MunA01M.csv
Bach,1685,1750,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Wang,Bach/Prelude/bwv_889/Wang01M.mid,Bach/Prelude/bwv_889/Wang01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.midi,{maestro}/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.wav,,149.01041666666666,Bach/Prelude/bwv_889/Wang01M.wav,Bach/Prelude/bwv_889/midi_score.csv,Bach/Prelude/bwv_889/Wang01M.csv
Bach,1685,1750,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,YangY,Bach/Prelude/bwv_889/YangY02M.mid,Bach/Prelude/bwv_889/YangY02M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.midi,{maestro}/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.wav,,131.140625,Bach/Prelude/bwv_889/YangY02M.wav,Bach/Prelude/bwv_889/midi_score.csv,Bach/Prelude/bwv_889/YangY02M.csv
Bach,1685,1750,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,ZhangW,Bach/Prelude/bwv_889/ZhangW02M.mid,Bach/Prelude/bwv_889/ZhangW02M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.midi,{maestro}/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.wav,,123.72395833333331,Bach/Prelude/bwv_889/ZhangW02M.wav,Bach/Prelude/bwv_889/midi_score.csv,Bach/Prelude/bwv_889/ZhangW02M.csv
Bach,1685,1750,Prelude_bwv_891,Bach/Prelude/bwv_891,Bach/Prelude/bwv_891/xml_score.musicxml,Bach/Prelude/bwv_891/midi_score.mid,Blinov,Bach/Prelude/bwv_891/BLINOV04M.mid,Bach/Prelude/bwv_891/BLINOV04M_annotations.txt,Bach/Prelude/bwv_891/midi_score_annotations.txt,{maestro}/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,{maestro}/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.wav,,155.54479166666667,Bach/Prelude/bwv_891/BLINOV04M.wav,Bach/Prelude/bwv_891/midi_score.csv,Bach/Prelude/bwv_891/BLINOV04M.csv
Bach,1685,1750,Prelude_bwv_891,Bach/Prelude/bwv_891,Bach/Prelude/bwv_891/xml_score.musicxml,Bach/Prelude/bwv_891/midi_score.mid,Duepree,Bach/Prelude/bwv_891/Duepree06M.mid,Bach/Prelude/bwv_891/Duepree06M_annotations.txt,Bach/Prelude/bwv_891/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.wav,,141.73697916666666,Bach/Prelude/bwv_891/Duepree06M.wav,Bach/Prelude/bwv_891/midi_score.csv,Bach/Prelude/bwv_891/Duepree06M.csv
Bach,1685,1750,Prelude_bwv_892,Bach/Prelude/bwv_892,Bach/Prelude/bwv_892/xml_score.musicxml,Bach/Prelude/bwv_892/midi_score.mid,Hou,Bach/Prelude/bwv_892/Hou01M.mid,Bach/Prelude/bwv_892/Hou01M_annotations.txt,Bach/Prelude/bwv_892/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.midi,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.wav,,100.47916666666666,Bach/Prelude/bwv_892/Hou01M.wav,Bach/Prelude/bwv_892/midi_score.csv,Bach/Prelude/bwv_892/Hou01M.csv
Bach,1685,1750,Prelude_bwv_892,Bach/Prelude/bwv_892,Bach/Prelude/bwv_892/xml_score.musicxml,Bach/Prelude/bwv_892/midi_score.mid,KabuliL,Bach/Prelude/bwv_892/KabuliL01M.mid,Bach/Prelude/bwv_892/KabuliL01M_annotations.txt,Bach/Prelude/bwv_892/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.wav,,113.53020833333332,Bach/Prelude/bwv_892/KabuliL01M.wav,Bach/Prelude/bwv_892/midi_score.csv,Bach/Prelude/bwv_892/KabuliL01M.csv
Bach,1685,1750,Prelude_bwv_893,Bach/Prelude/bwv_893,Bach/Prelude/bwv_893/xml_score.musicxml,Bach/Prelude/bwv_893/midi_score.mid,Kleisen,Bach/Prelude/bwv_893/Kleisen04M.mid,Bach/Prelude/bwv_893/Kleisen04M_annotations.txt,Bach/Prelude/bwv_893/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.wav,,130.49869791666666,Bach/Prelude/bwv_893/Kleisen04M.wav,Bach/Prelude/bwv_893/midi_score.csv,Bach/Prelude/bwv_893/Kleisen04M.csv
Bach,1685,1750,Prelude_bwv_893,Bach/Prelude/bwv_893,Bach/Prelude/bwv_893/xml_score.musicxml,Bach/Prelude/bwv_893/midi_score.mid,Levitsky,Bach/Prelude/bwv_893/Levitsky04M.mid,Bach/Prelude/bwv_893/Levitsky04M_annotations.txt,Bach/Prelude/bwv_893/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.wav,,135.67447916666666,Bach/Prelude/bwv_893/Levitsky04M.wav,Bach/Prelude/bwv_893/midi_score.csv,Bach/Prelude/bwv_893/Levitsky04M.csv
Bach,1685,1750,Prelude_bwv_893,Bach/Prelude/bwv_893,Bach/Prelude/bwv_893/xml_score.musicxml,Bach/Prelude/bwv_893/midi_score.mid,Wong,Bach/Prelude/bwv_893/Wong01M.mid,Bach/Prelude/bwv_893/Wong01M_annotations.txt,Bach/Prelude/bwv_893/midi_score_annotations.txt,{maestro}/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi,{maestro}/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.wav,,147.3203125,Bach/Prelude/bwv_893/Wong01M.wav,Bach/Prelude/bwv_893/midi_score.csv,Bach/Prelude/bwv_893/Wong01M.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Chen,Balakirev/Islamey/CHEN04.mid,Balakirev/Islamey/CHEN04_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/CHEN04.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Chen,Balakirev/Islamey/CHEN10M.mid,Balakirev/Islamey/CHEN10M_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,{maestro}/2004/MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi,{maestro}/2004/MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.wav,,,Balakirev/Islamey/CHEN10M.wav,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/CHEN10M.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Cho,Balakirev/Islamey/Cho05.mid,Balakirev/Islamey/Cho05_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Cho05.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Gorucan,Balakirev/Islamey/Gorucan03.mid,Balakirev/Islamey/Gorucan03_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Gorucan03.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Na,Balakirev/Islamey/Na04.mid,Balakirev/Islamey/Na04_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Na04.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Na,Balakirev/Islamey/Na08M.mid,Balakirev/Islamey/Na08M_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,{maestro}/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_05_Track05_wav.midi,{maestro}/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_05_Track05_wav.wav,,,Balakirev/Islamey/Na08M.wav,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Na08M.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Shelest,Balakirev/Islamey/Shelest03.mid,Balakirev/Islamey/Shelest03_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Shelest03.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Shi,Balakirev/Islamey/Shi11.mid,Balakirev/Islamey/Shi11_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Shi11.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Verbaite,Balakirev/Islamey/Verbaite04.mid,Balakirev/Islamey/Verbaite04_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Verbaite04.csv
Balakirev,1837,1910,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Yi,Balakirev/Islamey/Yi04M.mid,Balakirev/Islamey/Yi04M_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_10_Track10_wav.midi,{maestro}/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_10_Track10_wav.wav,,,Balakirev/Islamey/Yi04M.wav,Balakirev/Islamey/midi_score.csv,Balakirev/Islamey/Yi04M.csv
Beethoven,1770,1827,Piano_Sonatas_1-1,Beethoven/Piano_Sonatas/1-1,Beethoven/Piano_Sonatas/1-1/xml_score.musicxml,Beethoven/Piano_Sonatas/1-1/midi_score.mid,KimG,Beethoven/Piano_Sonatas/1-1/KimG01.mid,Beethoven/Piano_Sonatas/1-1/KimG01_annotations.txt,Beethoven/Piano_Sonatas/1-1/midi_score_annotations.txt,,,,,,Beethoven/Piano_Sonatas/1-1/midi_score.csv,Beethoven/Piano_Sonatas/1-1/KimG01.csv
Beethoven,1770,1827,Piano_Sonatas_10-1,Beethoven/Piano_Sonatas/10-1,Beethoven/Piano_Sonatas/10-1/xml_score.musicxml,Beethoven/Piano_Sonatas/10-1/midi_score.mid,Hou,Beethoven/Piano_Sonatas/10-1/Hou02M.mid,Beethoven/Piano_Sonatas/10-1/Hou02M_annotations.txt,Beethoven/Piano_Sonatas/10-1/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_13_Track13_wav.midi,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_13_Track13_wav.wav,,,Beethoven/Piano_Sonatas/10-1/Hou02M.wav,Beethoven/Piano_Sonatas/10-1/midi_score.csv,Beethoven/Piano_Sonatas/10-1/Hou02M.csv
Beethoven,1770,1827,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Arciglione,Beethoven/Piano_Sonatas/11-1/Arciglione03.mid,Beethoven/Piano_Sonatas/11-1/Arciglione03_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,,,,,,Beethoven/Piano_Sonatas/11-1/midi_score.csv,Beethoven/Piano_Sonatas/11-1/Arciglione03.csv
Beethoven,1770,1827,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,DeTurck,Beethoven/Piano_Sonatas/11-1/DeTurck01.mid,Beethoven/Piano_Sonatas/11-1/DeTurck01_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,,,,,,Beethoven/Piano_Sonatas/11-1/midi_score.csv,Beethoven/Piano_Sonatas/11-1/DeTurck01.csv
Beethoven,1770,1827,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,LiC,Beethoven/Piano_Sonatas/11-1/LiC03M.mid,Beethoven/Piano_Sonatas/11-1/LiC03M_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.midi,{maestro}/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.wav,,,Beethoven/Piano_Sonatas/11-1/LiC03M.wav,Beethoven/Piano_Sonatas/11-1/midi_score.csv,Beethoven/Piano_Sonatas/11-1/LiC03M.csv
Beethoven,1770,1827,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,LiYZ,Beethoven/Piano_Sonatas/11-1/LiYZ03M.mid,Beethoven/Piano_Sonatas/11-1/LiYZ03M_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.wav,,,Beethoven/Piano_Sonatas/11-1/LiYZ03M.wav,Beethoven/Piano_Sonatas/11-1/midi_score.csv,Beethoven/Piano_Sonatas/11-1/LiYZ03M.csv
Beethoven,1770,1827,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,MaximovI,Beethoven/Piano_Sonatas/11-1/MaximovI02M.mid,Beethoven/Piano_Sonatas/11-1/MaximovI02M_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,{maestro}/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.midi,{maestro}/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.wav,,320,Beethoven/Piano_Sonatas/11-1/MaximovI02M.wav,Beethoven/Piano_Sonatas/11-1/midi_score.csv,Beethoven/Piano_Sonatas/11-1/MaximovI02M.csv
Beethoven,1770,1827,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Nakaji,Beethoven/Piano_Sonatas/11-1/NAKAJI01.mid,Beethoven/Piano_Sonatas/11-1/NAKAJI01_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,,,,,,Beethoven/Piano_Sonatas/11-1/midi_score.csv,Beethoven/Piano_Sonatas/11-1/NAKAJI01.csv
Beethoven,1770,1827,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,ZhaoK,Beethoven/Piano_Sonatas/11-1/ZhaoK02M.mid,Beethoven/Piano_Sonatas/11-1/ZhaoK02M_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--2.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--2.wav,,,Beethoven/Piano_Sonatas/11-1/ZhaoK02M.wav,Beethoven/Piano_Sonatas/11-1/midi_score.csv,Beethoven/Piano_Sonatas/11-1/ZhaoK02M.csv
